cell_line,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,regret,drug1_name,drug2_name,drug1_moa,drug2_moa,burden_initial,burden_final,burden_ratio_final,nadir_burden,time_to_nadir,depth_of_response,kg_regrowth,time_to_regrowth,log_kill,log_kill_nadir,burden_auc_ratio,log_kill_auc,growth_delay,kg_biexp,ks_biexp,ttg_biexp,biexp_r2,ets_early,t_early,hypoxic_fraction,necrotic_fraction,viable_rim_thickness,auc_surface_drug1,auc_core_drug1,core_to_surface_ratio_drug1,penetration_depth_drug1,auc_surface_drug2,auc_core_drug2,core_to_surface_ratio_drug2,penetration_depth_drug2,kill_fraction_core,kill_fraction_rim,core_sparing,residual_core_burden,solver_success,n_drugs_simulated,sim_ok,sim_message,wall_s,sweep
M14,hamming+zero,4,25154,119875,3.000000106112566e-07,1.9999999494757503e-05,26.59000015258789,,NSC25154,cisplatin,other,platinum,,,241279087.64641,244402999.7085573,1.0129472972258802,0.6740090579387171,4.6000000000000005,0.3259909420612829,0.0150064228868121,6.8,-0.0001701902177235,0.1825048756724388,0.913870181531816,0.0391154929408304,,0.0283557594113674,0.056116910690416,8.080803427116155,0.0467083605854203,0.2567790947604448,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0005184426503116,0.0003396273418505,0.655091439036452,400.0,3.627310813339618,2.6272721636182417,0.7243030164264711,400.0,-0.0213126109217682,0.0001792282856846,0.0214918392074529,0.1422280290438666,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.785,schedule_q2d
M14,random,4,125973,246131,3.000000106112566e-07,1.9999999494757503e-05,-2.259999990463257,,paclitaxel,mitoxantrone,antimitotic,dna_intercalator,,,241279087.64641,244630022.41806975,1.0138882105546192,0.3454484025611594,5.0,0.6545515974388405,0.0526089838448574,9.4,-0.0005734133647489,0.4725485381422284,0.7803365305515231,0.1077180616150423,,0.0402087642680984,0.2101761344640697,6.605274258195136,0.3729799681696324,0.6481886656051374,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,10.803232330251204,5.70376962393116,0.5279688013336035,400.0,2.3902673219401445,0.8353204602065119,0.3494673807147623,304.6612679836205,-0.0722580728961945,0.0008983992349553,0.0731564721311499,0.1437360540133991,1.0,"2,True,The solver successfully reached the end of the integration interval.",2.304,schedule_q2d
M14,ours+zero,4,719344,761432,3.000000026176508e-09,5.000000058430487e-08,-45.69100189208984,,anastrozole,NSC761432,hormonal,other,,,241279087.64641,242996661.3859816,1.007118618344946,0.0845993590701522,5.4,0.9154006409298476,0.1445121487170354,14.2,0.0023360350299128,1.0832925662024668,0.5658017128553668,0.2473357421344041,,0.0379982317808216,0.9371047168971968,3.2870943641459935,0.9048279072755115,0.915363759265424,5.25,0.1968849621189929,0.0578624312878497,168.55345911949686,9.628130006792473,7.0431390106070735,0.7315168164158841,400.0,141.19724468858436,103.76258676958076,0.7348768525790493,400.0,-0.161813036010761,0.0055224501791451,0.1673354861899061,0.1361987620569661,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.814,schedule_q2d
M14,tanimoto+zero,4,1390,753082,0.0001999999949475,4.999999873689376e-06,-4.0920000076293945,,NSC1390,pazopanib,other,kinase_inhibitor,,,241279087.64641,234615137.021236,0.972380736804924,0.0135104702790257,4.800000000000001,0.9864895297209744,0.2653777156709058,,0.017580313028839,1.8803857710755831,0.3830602906647434,0.4167328661297312,,0.0315933713734953,2.3777930056747296,1.793394673906731,0.8548053155739322,0.983790643818931,5.25,0.178342803429609,0.0266583179064115,176.1006289308176,9.132406395417592,6.676520071753085,0.7310800442590017,400.0,16.140312422340486,11.826668884334218,0.732741013610395,400.0,0.0511243930433251,0.0204832891790918,-0.0306411038642333,0.103213895434777,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.432,schedule_q2d
MOLT-4,act_hamming+zero,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244576494.6975904,1.0136663607416017,0.0736619622237026,4.6000000000000005,0.9263380377762974,0.1395073385269589,12.599999999999998,-0.000478374591092,1.1439273251802455,0.6052037540034277,0.2180983867659736,,0.0396305765551704,1.1035510079035515,2.9100254395722547,0.8419568168419267,0.9058653294866478,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,1.8253130611983943,1.3309434260204127,0.7291589888402994,400.0,2.9322501354572075,2.1415656587734846,0.7303488992556781,400.0,-0.1607139828518262,0.0035956056802518,0.1643095885320781,0.1459442777806114,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.008,schedule_q2d
MDA-MB-435,pool_optimum,-1,24559,701852,9.999999974752427e-07,9.999999974752427e-07,-93.4499969482422,,NSC24559,irinotecan,other,topo1,,,241279087.64641,244596774.9623804,1.013750413881009,0.4241718910908711,4.6000000000000005,0.5758281089091288,0.0366137164463626,8.600000000000001,-0.000514384764342,0.3836287232622292,0.8312503271465784,0.0802681707680259,,0.0370748039482721,0.1222490511309292,7.488663678066402,0.1628573182372558,0.5039438269133707,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.2717469067788425,1.553403865651663,0.6837926623852069,400.0,0.6924104324732958,0.4360289960312661,0.6297262080147564,400.0,-0.0474984606212507,0.0004686832679267,0.0479671438891774,0.1431950088088099,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.395,schedule_q2d
MOLT-4,hamming+zero,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244576494.6975904,1.0136663607416017,0.0736619622237026,4.6000000000000005,0.9263380377762974,0.1395073385269589,12.599999999999998,-0.000478374591092,1.1439273251802455,0.6052037540034277,0.2180983867659736,,0.0396305765551704,1.1035510079035515,2.9100254395722547,0.8419568168419267,0.9058653294866478,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,1.8253130611983943,1.3309434260204127,0.7291589888402994,400.0,2.9322501354572075,2.1415656587734846,0.7303488992556781,400.0,-0.1607139828518262,0.0035956056802518,0.1643095885320781,0.1459442777806114,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.057,schedule_q2d
MOLT-4,ours+zero,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244576494.6975904,1.0136663607416017,0.0736619622237026,4.6000000000000005,0.9263380377762974,0.1395073385269589,12.599999999999998,-0.000478374591092,1.1439273251802455,0.6052037540034277,0.2180983867659736,,0.0396305765551704,1.1035510079035515,2.9100254395722547,0.8419568168419267,0.9058653294866478,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,1.8253130611983943,1.3309434260204127,0.7291589888402994,400.0,2.9322501354572075,2.1415656587734846,0.7303488992556781,400.0,-0.1607139828518262,0.0035956056802518,0.1643095885320781,0.1459442777806114,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.078,schedule_q2d
MOLT-4,random,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244576494.6975904,1.0136663607416017,0.0736619622237026,4.6000000000000005,0.9263380377762974,0.1395073385269589,12.599999999999998,-0.000478374591092,1.1439273251802455,0.6052037540034277,0.2180983867659736,,0.0396305765551704,1.1035510079035515,2.9100254395722547,0.8419568168419267,0.9058653294866478,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,1.8253130611983943,1.3309434260204127,0.7291589888402994,400.0,2.9322501354572075,2.1415656587734846,0.7303488992556781,400.0,-0.1607139828518262,0.0035956056802518,0.1643095885320781,0.1459442777806114,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.051,schedule_q2d
MOLT-4,linear_curve,3,6396,63878,9.999999974752427e-07,1.0000000116860974e-07,-99.87999725341795,,thiotepa,cytarabine,alkylator,antimetabolite,,,241279087.64641,166820095.34449998,0.6913988981464142,0.0005609954430201,4.800000000000001,0.9994390045569798,0.4731559724777006,,0.165687976673146,3.2620969040087284,0.1268794708614931,0.8966086412056397,,0.0134105842844856,4.11887922708799,1.3859850996329204,0.5936184823849049,0.9993798143001532,5.25,0.0,0.0,400.0,6.76803135008706,4.975243966702639,0.7351094741366173,400.0,18.253130936224675,13.422260514731285,0.7353401759746228,400.0,0.6611704242873548,0.2454391808078879,-0.4157312434794669,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.761,schedule_q2d
MOLT-4,tanimoto+zero,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244576494.6975904,1.0136663607416017,0.0736619622237026,4.6000000000000005,0.9263380377762974,0.1395073385269589,12.599999999999998,-0.000478374591092,1.1439273251802455,0.6052037540034277,0.2180983867659736,,0.0396305765551704,1.1035510079035515,2.9100254395722547,0.8419568168419267,0.9058653294866478,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,1.8253130611983943,1.3309434260204127,0.7291589888402994,400.0,2.9322501354572075,2.1415656587734846,0.7303488992556781,400.0,-0.1607139828518262,0.0035956056802518,0.1643095885320781,0.1459442777806114,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.004,schedule_q2d
NCI-H322M,act_hamming+zero,5,740,6396,1.0000000116860974e-07,9.999999974752427e-07,-56.81999969482422,,NSC740,thiotepa,other,alkylator,,,241279087.64641,244378202.31685975,1.0128445225016411,0.8002844352853401,4.6000000000000005,0.1997155647146599,0.0084107105178882,5.3999999999999995,-0.0001261239960912,0.1079262382939332,0.9473726426919188,0.0234791605617074,,0.0225706103531455,0.0361871788513258,8.03393480205428,0.0567527444051871,0.1522908361842864,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,3.4630522420612126,2.370693315963532,0.6845675866999028,400.0,0.047977928015376,0.0336836849433152,0.702066269567128,400.0,-0.0129471602230106,9.536131595899722e-05,0.0130425215389696,0.142042797837187,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.195,schedule_q2d
NCI-H322M,hamming+zero,5,740,6396,1.0000000116860974e-07,9.999999974752427e-07,-56.81999969482422,,NSC740,thiotepa,other,alkylator,,,241279087.64641,244378202.31685975,1.0128445225016411,0.8002844352853401,4.6000000000000005,0.1997155647146599,0.0084107105178882,5.3999999999999995,-0.0001261239960912,0.1079262382939332,0.9473726426919188,0.0234791605617074,,0.0225706103531455,0.0361871788513258,8.03393480205428,0.0567527444051871,0.1522908361842864,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,3.4630522420612126,2.370693315963532,0.6845675866999028,400.0,0.047977928015376,0.0336836849433152,0.702066269567128,400.0,-0.0129471602230106,9.536131595899722e-05,0.0130425215389696,0.142042797837187,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.089,schedule_q2d
NCI-H322M,ours+zero,5,14229,24559,3.000000106112566e-06,9.999999974752427e-07,-61.189998626708984,,NSC14229,NSC24559,other,other,,,241279087.64641,244644126.6939292,1.0139466668261383,0.3334908721636044,4.6000000000000005,0.6665091278363956,0.0519153881168736,9.4,-0.000598452125492,0.488086657159806,0.7851627340527632,0.1050403213737626,,0.040045638795398,0.1963744188290357,6.725331934459202,0.3009751649856169,0.6202839544195888,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0230283188606313,0.0153264825198854,0.6655493443808115,400.0,2.1918036978208786,1.5101027584224835,0.6889771925851975,400.0,-0.0667127685226849,0.0007774944211488,0.0674902629438337,0.1436703398373285,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.828,schedule_q2d
NCI-H322M,linear_curve,5,713563,715055,9.999999974752427e-07,9.999999747378752e-06,-33.05699920654297,,arsenic trioxide,gefitinib,other,kinase_inhibitor,,,241279087.64641,203181504.49277604,0.8421015947744909,0.0023928778794573,5.2,0.9976071221205426,0.3997541298073271,,0.0800521699400293,2.631878429323193,0.2127250481923284,0.6721813692828377,,0.0206260693500563,2.502293667579892,1.9019262519066296,0.6757698822036252,0.9975880102039634,5.25,0.0,0.0,400.0,0.0202171670312775,0.0145784834721787,0.7210942784231198,400.0,56.45528153727211,41.500110004388105,0.7350970338707724,400.0,0.6699386612282503,0.1002413579249262,-0.569697303303324,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.847,schedule_q2d
NCI-H322M,random,5,32065,760766,9.999999747378752e-05,1.9999999949504854e-06,14.109999656677246,,hydroxyurea,NSC760766,antimetabolite,other,,,241279087.64641,244486583.8035977,1.0132937180278474,0.516915892365853,4.800000000000001,0.483084107634147,0.0290800777824319,8.2,-0.0003186904632956,0.2976363529168198,0.8543173207632117,0.0683807884917382,,0.0352342787315376,0.1007435469078363,7.725956103144438,0.148021105471654,0.4509566041485237,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,1.5884041019761126,1.1485469936091155,0.7230823643556596,400.0,0.6144136892199484,0.4126141295174403,0.6715575137026811,400.0,-0.0446301308680097,0.0004130779714911,0.0450432088395008,0.1427917691841019,1.0,"2,True,The solver successfully reached the end of the integration interval.",6.943,schedule_q2d
NCI-H322M,tanimoto+zero,5,740,6396,1.0000000116860974e-07,9.999999974752427e-07,-56.81999969482422,,NSC740,thiotepa,other,alkylator,,,241279087.64641,244378202.31685975,1.0128445225016411,0.8002844352853401,4.6000000000000005,0.1997155647146599,0.0084107105178882,5.3999999999999995,-0.0001261239960912,0.1079262382939332,0.9473726426919188,0.0234791605617074,,0.0225706103531455,0.0361871788513258,8.03393480205428,0.0567527444051871,0.1522908361842864,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,3.4630522420612126,2.370693315963532,0.6845675866999028,400.0,0.047977928015376,0.0336836849433152,0.702066269567128,400.0,-0.0129471602230106,9.536131595899722e-05,0.0130425215389696,0.142042797837187,1.0,"2,True,The solver successfully reached the end of the integration interval.",4.327,schedule_q2d
RPMI-8226,act_hamming+zero,0,740,19893,2.999999892949745e-08,9.999999747378752e-05,-71.53700256347656,,NSC740,fluorouracil,other,antimetabolite,,,241279087.64641,243778332.59317905,1.010358315638327,0.0693312185021264,5.2,0.9306687814978736,0.168017744928855,13.6,0.0009412395373605,1.1698701312509598,0.549118584781462,0.2603338574535266,,0.0377145132368437,0.985267846042326,3.189564817671446,0.8923042192631783,0.9305950002915608,5.25,0.1968849621189929,0.060731260348103,168.55345911949686,0.927788836022264,0.6542822996059833,0.705206049267748,400.0,2.7560255044182713,2.0126958058455906,0.730289252628096,400.0,-0.214837929429452,0.0064918446047195,0.2213297740341715,0.1395361626870427,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.84,schedule_q2d
RPMI-8226,hamming+zero,0,740,19893,2.999999892949745e-08,9.999999747378752e-05,-71.53700256347656,,NSC740,fluorouracil,other,antimetabolite,,,241279087.64641,243778332.59317905,1.010358315638327,0.0693312185021264,5.2,0.9306687814978736,0.168017744928855,13.6,0.0009412395373605,1.1698701312509598,0.549118584781462,0.2603338574535266,,0.0377145132368437,0.985267846042326,3.189564817671446,0.8923042192631783,0.9305950002915608,5.25,0.1968849621189929,0.060731260348103,168.55345911949686,0.927788836022264,0.6542822996059833,0.705206049267748,400.0,2.7560255044182713,2.0126958058455906,0.730289252628096,400.0,-0.214837929429452,0.0064918446047195,0.2213297740341715,0.1395361626870427,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.901,schedule_q2d
RPMI-8226,linear_curve,0,127716,681239,3.000000106112566e-07,3.000000106112566e-07,-98.0500030517578,,decitabine,bortezomib,antimetabolite,proteasome,,,241279087.64641,236364323.7227015,0.9796303775364444,0.0083652355055693,4.800000000000001,0.9916347644944308,0.3166154506084245,,0.01435441598507,2.088578065378399,0.3506614544082365,0.4551119702400542,,0.0301272150168422,2.3125387451439208,1.852877183978609,0.796909300248743,0.9909394705720748,5.25,0.1843879427084984,0.0448653818382372,173.58490566037736,5.948138932891993,4.363939179661283,0.7336646350894044,400.0,2.3794325119517037,1.6843475106419592,0.7078778247256912,400.0,-0.348866145384864,0.0308757010566079,0.379741846441472,0.1228555203355672,1.0,"2,True,The solver successfully reached the end of the integration interval.",13.773,schedule_q2d
RPMI-8226,ours+zero,0,19893,749226,9.999999747378752e-05,4.999999873689376e-06,-76.33100128173828,,fluorouracil,NSC749226,antimetabolite,other,,,241279087.64641,239873670.60614496,0.994175139445468,0.0187407216342603,5.2,0.9812592783657396,0.2705147064744925,,0.0079537608843068,1.7380126543691463,0.4053165765840437,0.3922056341764844,,0.0325405869212512,1.5330388433054096,2.4607624523703957,0.8376393688314402,0.9812468180400934,5.25,0.190568164729299,0.0523986702186213,171.0691823899371,2.7560255044182713,2.017027323722513,0.731860906399071,400.0,0.5981109084715206,0.4268565139912575,0.713674517460473,400.0,-0.337922579448614,0.020691755858374,0.358614335306988,0.1320737355231821,1.0,"2,True,The solver successfully reached the end of the integration interval.",20.597,schedule_q2d
RPMI-8226,random,0,14229,246131,2.999999892949745e-08,1.9999999494757503e-05,-94.70999908447266,,NSC14229,mitoxantrone,other,dna_intercalator,,,241279087.64641,227064418.62325835,0.9410861954021352,0.0106994008099892,4.800000000000001,0.9893005991900108,0.287600846851171,,0.0317872568744714,1.981696780575752,0.3498505119854405,0.4561174861872016,,0.0291177058598871,1.5417796263417396,2.526801790560577,0.8268218439917363,0.9882195910804268,5.25,0.1554832211935119,0.0,186.16352201257865,0.0066216908094232,0.0046667718304653,0.7047704226576248,400.0,12.763679887752431,8.720768822523459,0.6832487886891926,400.0,0.5145692499495201,0.0293393332987008,-0.4852299166508192,0.0669848436072623,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.526,schedule_q2d
SF-295,act_hamming+zero,2,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244377862.6629464,1.012843114779502,0.2661167269614998,5.0,0.7338832730385002,0.0666303865866357,10.8,-0.0001255203828334,0.5858595535750775,0.7349794839687277,0.1337247835328482,,0.0413065384030222,0.3940364665456776,5.18079452703181,0.538524354605995,0.7242206133196585,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,22.355608455887445,16.246176614172025,0.7267159221467544,400.0,0.0039063273905678,0.0026747358786297,0.6847188192899957,400.0,-0.0883837078655942,0.0013382961459375,0.0897220040115317,0.1433581553979492,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.855,schedule_q2d
RPMI-8226,tanimoto+zero,0,3053,19893,1.000000013351432e-10,9.999999747378752e-05,-76.15699768066406,,dactinomycin,fluorouracil,dna_intercalator,antimetabolite,,,241279087.64641,243847442.4423679,1.0106447467992823,0.0781018584334813,5.2,0.9218981415665186,0.1590862154607505,13.400000000000002,0.0008181368307955,1.1181375962435536,0.561844876364968,0.2503835752460359,,0.0380434788184099,0.9419501321220588,3.2747383390716,0.8913427530357945,0.9218095380450676,5.25,0.1968849621189929,0.060731260348103,168.55345911949686,0.0020812605487608,0.0011012042309264,0.5291044562306483,400.0,2.7560255044182713,2.012467491134274,0.7302064106112314,400.0,-0.2041783261497862,0.005804234792175,0.2099825609419613,0.1392272197034655,1.0,"2,True,The solver successfully reached the end of the integration interval.",10.076,schedule_q2d
SF-295,act_hamming+zero,4,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244377862.6629464,1.012843114779502,0.2661167269614998,5.0,0.7338832730385002,0.0666303865866357,10.8,-0.0001255203828334,0.5858595535750775,0.7349794839687277,0.1337247835328482,,0.0413065384030222,0.3940364665456776,5.18079452703181,0.538524354605995,0.7242206133196585,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,22.355608455887445,16.246176614172025,0.7267159221467544,400.0,0.0039063273905678,0.0026747358786297,0.6847188192899957,400.0,-0.0883837078655942,0.0013382961459375,0.0897220040115317,0.1433581553979492,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.6,schedule_q2d
SF-295,act_hamming+zero,9,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244377862.6629464,1.012843114779502,0.2661167269614998,5.0,0.7338832730385002,0.0666303865866357,10.8,-0.0001255203828334,0.5858595535750775,0.7349794839687277,0.1337247835328482,,0.0413065384030222,0.3940364665456776,5.18079452703181,0.538524354605995,0.7242206133196585,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,22.355608455887445,16.246176614172025,0.7267159221467544,400.0,0.0039063273905678,0.0026747358786297,0.6847188192899957,400.0,-0.0883837078655942,0.0013382961459375,0.0897220040115317,0.1433581553979492,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.722,schedule_q2d
SF-295,hamming+zero,4,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244377862.6629464,1.012843114779502,0.2661167269614998,5.0,0.7338832730385002,0.0666303865866357,10.8,-0.0001255203828334,0.5858595535750775,0.7349794839687277,0.1337247835328482,,0.0413065384030222,0.3940364665456776,5.18079452703181,0.538524354605995,0.7242206133196585,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,22.355608455887445,16.246176614172025,0.7267159221467544,400.0,0.0039063273905678,0.0026747358786297,0.6847188192899957,400.0,-0.0883837078655942,0.0013382961459375,0.0897220040115317,0.1433581553979492,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.915,schedule_q2d
SF-295,hamming+zero,2,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244377862.6629464,1.012843114779502,0.2661167269614998,5.0,0.7338832730385002,0.0666303865866357,10.8,-0.0001255203828334,0.5858595535750775,0.7349794839687277,0.1337247835328482,,0.0413065384030222,0.3940364665456776,5.18079452703181,0.538524354605995,0.7242206133196585,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,22.355608455887445,16.246176614172025,0.7267159221467544,400.0,0.0039063273905678,0.0026747358786297,0.6847188192899957,400.0,-0.0883837078655942,0.0013382961459375,0.0897220040115317,0.1433581553979492,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.15,schedule_q2d
SF-295,linear_curve,2,119875,681239,1.9999999494757503e-05,3.000000106112566e-07,-95.12000274658205,,cisplatin,bortezomib,platinum,proteasome,,,241279087.64641,194150734.62414095,0.8046728645984653,0.0009097654713894,4.800000000000001,0.9990902345286106,0.4504960127386779,,0.0997973035881771,3.0521267876006433,0.168915210315388,0.7723312417338006,,0.017338158496756,3.55154128440568,1.4912880280856828,0.61113643791518,0.9989513971566584,5.25,0.0339766680013239,0.0,271.6981132075472,3.192447215616212,2.339534733627834,0.7328342727747349,400.0,9.096010001112996,6.610151326053566,0.7267088894190685,400.0,0.1869161129527115,0.1631243917804844,-0.023791721172227,0.0082459866059861,1.0,"2,True,The solver successfully reached the end of the integration interval.",6.536,schedule_q2d
SF-295,hamming+zero,9,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244377862.6629464,1.012843114779502,0.2661167269614998,5.0,0.7338832730385002,0.0666303865866357,10.8,-0.0001255203828334,0.5858595535750775,0.7349794839687277,0.1337247835328482,,0.0413065384030222,0.3940364665456776,5.18079452703181,0.538524354605995,0.7242206133196585,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,22.355608455887445,16.246176614172025,0.7267159221467544,400.0,0.0039063273905678,0.0026747358786297,0.6847188192899957,400.0,-0.0883837078655942,0.0013382961459375,0.0897220040115317,0.1433581553979492,1.0,"2,True,The solver successfully reached the end of the integration interval.",9.733,schedule_q2d
SF-295,linear_curve,4,119875,681239,1.9999999494757503e-05,3.000000106112566e-07,-95.12000274658205,,cisplatin,bortezomib,platinum,proteasome,,,241279087.64641,194150734.62414095,0.8046728645984653,0.0009097654713894,4.800000000000001,0.9990902345286106,0.4504960127386779,,0.0997973035881771,3.0521267876006433,0.168915210315388,0.7723312417338006,,0.017338158496756,3.55154128440568,1.4912880280856828,0.61113643791518,0.9989513971566584,5.25,0.0339766680013239,0.0,271.6981132075472,3.192447215616212,2.339534733627834,0.7328342727747349,400.0,9.096010001112996,6.610151326053566,0.7267088894190685,400.0,0.1869161129527115,0.1631243917804844,-0.023791721172227,0.0082459866059861,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.115,schedule_q2d
SF-295,linear_curve,9,119875,681239,1.9999999494757503e-05,3.000000106112566e-07,-95.12000274658205,,cisplatin,bortezomib,platinum,proteasome,,,241279087.64641,194150734.62414095,0.8046728645984653,0.0009097654713894,4.800000000000001,0.9990902345286106,0.4504960127386779,,0.0997973035881771,3.0521267876006433,0.168915210315388,0.7723312417338006,,0.017338158496756,3.55154128440568,1.4912880280856828,0.61113643791518,0.9989513971566584,5.25,0.0339766680013239,0.0,271.6981132075472,3.192447215616212,2.339534733627834,0.7328342727747349,400.0,9.096010001112996,6.610151326053566,0.7267088894190685,400.0,0.1869161129527115,0.1631243917804844,-0.023791721172227,0.0082459866059861,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.004,schedule_q2d
SF-295,ours+zero,2,681239,747973,3.000000106112566e-07,3.000000106112566e-07,-94.7699966430664,,bortezomib,vorinostat,proteasome,hdac_inhibitor,,,241279087.64641,132706996.85718952,0.5500145004347378,0.0002441154898075,4.800000000000001,0.9997558845101924,0.4981354523089146,,0.2650425204946968,3.6234609000087104,0.0892414527634573,1.0494333684417905,,0.0094601671539232,4.123642545970375,1.470421263205378,0.6237163748842545,0.9996962567817214,5.25,0.0,0.0,400.0,9.096010001112996,6.633248696595515,0.7292481753850166,400.0,14.170205850958196,10.410264722412094,0.7346586797613915,400.0,0.9332652077327538,0.372914296585942,-0.5603509111468118,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.764,schedule_q2d
SF-295,ours+zero,4,681239,747973,3.000000106112566e-07,3.000000106112566e-07,-94.7699966430664,,bortezomib,vorinostat,proteasome,hdac_inhibitor,,,241279087.64641,132706996.85718952,0.5500145004347378,0.0002441154898075,4.800000000000001,0.9997558845101924,0.4981354523089146,,0.2650425204946968,3.6234609000087104,0.0892414527634573,1.0494333684417905,,0.0094601671539232,4.123642545970375,1.470421263205378,0.6237163748842545,0.9996962567817214,5.25,0.0,0.0,400.0,9.096010001112996,6.633248696595515,0.7292481753850166,400.0,14.170205850958196,10.410264722412094,0.7346586797613915,400.0,0.9332652077327538,0.372914296585942,-0.5603509111468118,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.695,schedule_q2d
SF-295,ours+zero,9,752,9706,3.000000106112566e-06,4.999999873689376e-06,-55.029998779296875,,thioguanine,triethylenemelamine,antimetabolite,alkylator,,,241279087.64641,240476470.8323707,0.9966734920051772,0.0149693699621326,4.6000000000000005,0.9850306300378674,0.2586915790819389,,0.0068637520479128,1.8359670867482945,0.4234259164697634,0.3732225638051524,,0.0338458096714293,2.696319258528891,1.603502929089275,0.8625997359741449,0.9807369596093878,5.25,0.190568164729299,0.0523986702186213,171.0691823899371,4.879076970212055,3.5808156307325016,0.7339125110331826,400.0,9.150187529933069,6.72254735969067,0.7346895719567668,400.0,-0.2383929503827699,0.0150116590815673,0.2534046094643373,0.1294499519714819,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.61,schedule_q2d
