cell_line,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,regret,drug1_name,drug2_name,drug1_moa,drug2_moa,burden_initial,burden_final,burden_ratio_final,nadir_burden,time_to_nadir,depth_of_response,kg_regrowth,time_to_regrowth,log_kill,log_kill_nadir,burden_auc_ratio,log_kill_auc,growth_delay,kg_biexp,ks_biexp,ttg_biexp,biexp_r2,ets_early,t_early,hypoxic_fraction,necrotic_fraction,viable_rim_thickness,auc_surface_drug1,auc_core_drug1,core_to_surface_ratio_drug1,penetration_depth_drug1,auc_surface_drug2,auc_core_drug2,core_to_surface_ratio_drug2,penetration_depth_drug2,kill_fraction_core,kill_fraction_rim,core_sparing,residual_core_burden,solver_success,n_drugs_simulated,sim_ok,sim_message,wall_s,has_fit_drug1,has_fit_drug2,setting
PC-3,act_hamming+zero,1,740,6396,9.99999993922529e-09,1.0000000116860974e-07,-31.86000061035156,,NSC740,thiotepa,other,alkylator,241279087.64641,233061630.61020175,0.9659421083013592,0.3607802644824476,4.6000000000000005,0.6392197355175524,0.056003669211958,,0.0085915301531396,0.4414461506605314,0.7277756003481193,0.1380025088099694,,0.0378744665758751,0.2557311622142939,6.504812503195047,0.632883655494281,0.6088948872401122,5.25,0.178342803429609,0.0402673444188251,176.1006289308176,5.297392148459928,3.326841720100124,0.6280149981094588,400.0,6.333358819046819e-05,4.081893083390933e-05,0.6445068406854082,400.0,-0.2380174832461805,0.0294546030699353,0.2674720863161158,0.1146710994379224,1.0,2,True,The solver successfully reached the end of the integration interval.,5.998,True,True,rho_low
PC-3,act_hamming+zero,6,740,6396,9.99999993922529e-09,1.0000000116860974e-07,-31.86000061035156,,NSC740,thiotepa,other,alkylator,241279087.64641,233061630.61020175,0.9659421083013592,0.3607802644824476,4.6000000000000005,0.6392197355175524,0.056003669211958,,0.0085915301531396,0.4414461506605314,0.7277756003481193,0.1380025088099694,,0.0378744665758751,0.2557311622142939,6.504812503195047,0.632883655494281,0.6088948872401122,5.25,0.178342803429609,0.0402673444188251,176.1006289308176,5.297392148459928,3.326841720100124,0.6280149981094588,400.0,6.333358819046819e-05,4.081893083390933e-05,0.6445068406854082,400.0,-0.2380174832461805,0.0294546030699353,0.2674720863161158,0.1146710994379224,1.0,2,True,The solver successfully reached the end of the integration interval.,6.042,True,True,rho_low
OVCAR-8,random,2,8806,754143,1.0000000116860974e-07,9.99999993922529e-09,12.972000122070312,,melphalan,bendamustine,alkylator,alkylator,241279087.64641,199832896.704049,0.8282230285821552,0.0587805063959273,4.6000000000000005,0.9412194936040726,0.1666472970140765,,0.0753953270178841,1.229455600050928,0.371580938652448,0.4299465725319594,,0.0269711432539495,0.9367994618336052,3.681064449352078,0.9112717284341064,0.9329336892719844,5.25,0.1113693770409341,0.0077736013245571,208.80503144654088,0.0342117755132451,0.0224637189535465,0.6566078087601621,400.0,4.068882418645005,2.692657280148235,0.661768270277254,400.0,-0.6064004499786138,0.1759583769660199,0.7823588269446337,0.0623979928104237,1.0,2,True,The solver successfully reached the end of the integration interval.,13.422,True,True,rho_low
PC-3,act_hamming+zero,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,45686182.75678018,0.1893499482380852,0.0030501801571833,4.6000000000000005,0.9969498198428166,0.2557271127023764,,0.7162774380913984,2.5143634317995844,0.0664662794300412,1.1773986309629747,,0.0043922395581534,1.8370759802536512,3.277868786192448,0.939253242169718,0.9964518477819684,5.25,0.0,0.0,400.0,16.44251124641934,10.67893284662182,0.6494709163691376,400.0,0.1288778901525277,0.083492397152637,0.6478411235148501,400.0,0.9874780414744798,0.7714462257607716,-0.2160318157137082,0.0,1.0,2,True,The solver successfully reached the end of the integration interval.,5.862,True,True,rho_low
PC-3,hamming+zero,1,740,6396,9.99999993922529e-09,1.0000000116860974e-07,-31.86000061035156,,NSC740,thiotepa,other,alkylator,241279087.64641,233061630.61020175,0.9659421083013592,0.3607802644824476,4.6000000000000005,0.6392197355175524,0.056003669211958,,0.0085915301531396,0.4414461506605314,0.7277756003481193,0.1380025088099694,,0.0378744665758751,0.2557311622142939,6.504812503195047,0.632883655494281,0.6088948872401122,5.25,0.178342803429609,0.0402673444188251,176.1006289308176,5.297392148459928,3.326841720100124,0.6280149981094588,400.0,6.333358819046819e-05,4.081893083390933e-05,0.6445068406854082,400.0,-0.2380174832461805,0.0294546030699353,0.2674720863161158,0.1146710994379224,1.0,2,True,The solver successfully reached the end of the integration interval.,5.903,True,True,rho_low
PC-3,hamming+zero,6,740,6396,9.99999993922529e-09,1.0000000116860974e-07,-31.86000061035156,,NSC740,thiotepa,other,alkylator,241279087.64641,233061630.61020175,0.9659421083013592,0.3607802644824476,4.6000000000000005,0.6392197355175524,0.056003669211958,,0.0085915301531396,0.4414461506605314,0.7277756003481193,0.1380025088099694,,0.0378744665758751,0.2557311622142939,6.504812503195047,0.632883655494281,0.6088948872401122,5.25,0.178342803429609,0.0402673444188251,176.1006289308176,5.297392148459928,3.326841720100124,0.6280149981094588,400.0,6.333358819046819e-05,4.081893083390933e-05,0.6445068406854082,400.0,-0.2380174832461805,0.0294546030699353,0.2674720863161158,0.1146710994379224,1.0,2,True,The solver successfully reached the end of the integration interval.,6.048,True,True,rho_low
PC-3,ours+zero,1,673596,754143,9.99999993922529e-09,9.99999993922529e-09,-76.30000305175781,,NSC673596,bendamustine,other,alkylator,241279087.64641,232381878.9243523,0.9631248244145534,0.3298725910457188,4.6000000000000005,0.6701274089542812,0.0613587015028918,,0.0098600519396337,0.4803426915387238,0.7069237860619038,0.1506274052652278,,0.0379150715539182,0.2999806063522279,6.121324606815925,0.6895889017600958,0.6414701165096528,5.25,0.178342803429609,0.0402673444188251,176.1006289308176,0.0325309557626348,0.0196653239093417,0.6045111017589397,400.0,1.1090544281393298,0.7210489805685714,0.6501475151028264,400.0,-0.2531470709271242,0.0331780404885201,0.2863251114156443,0.1149833735258195,1.0,2,True,The solver successfully reached the end of the integration interval.,3.093,True,True,rho_low
PC-3,ours+zero,9,123127,681239,4.999999987376214e-07,3.000000106112566e-07,-91.41999816894533,,doxorubicin,bortezomib,dna_intercalator,proteasome,241279087.64641,35497196.49681968,0.1471208998802256,0.0022135744998247,4.6000000000000005,0.9977864255001752,0.2593304789182631,,0.8258682561814021,2.653594780135272,0.0558768650261059,1.2527679679847692,,0.0033484954486847,1.9075440448469712,3.320469672829278,0.9584861309165555,0.9974234037547056,5.25,0.0,0.0,400.0,8.609056652850331,5.47460740207223,0.6359125770486909,400.0,16.44251124641934,10.680798676067036,0.6495843923106925,400.0,0.991094702788089,0.8217259396941351,-0.1693687630939538,0.0,1.0,2,True,The solver successfully reached the end of the integration interval.,1.646,True,True,rho_low
PC-3,hamming+zero,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,45686182.75678018,0.1893499482380852,0.0030501801571833,4.6000000000000005,0.9969498198428166,0.2557271127023764,,0.7162774380913984,2.5143634317995844,0.0664662794300412,1.1773986309629747,,0.0043922395581534,1.8370759802536512,3.277868786192448,0.939253242169718,0.9964518477819684,5.25,0.0,0.0,400.0,16.44251124641934,10.67893284662182,0.6494709163691376,400.0,0.1288778901525277,0.083492397152637,0.6478411235148501,400.0,0.9874780414744798,0.7714462257607716,-0.2160318157137082,0.0,1.0,2,True,The solver successfully reached the end of the integration interval.,6.146,True,True,rho_low
PC-3,ours+zero,6,24559,681239,9.999999974752427e-07,3.000000106112566e-07,-82.56999969482422,,NSC24559,bortezomib,other,proteasome,241279087.64641,5461368.988598498,0.0226350697935414,0.0002888426815351,4.6000000000000005,0.9997111573184648,0.268550382511583,,1.6387607908789132,3.5380275550537097,0.026208895816944,1.58155127553221,,0.0004994647181677,2.32156345775991,3.6365140573241335,0.9913316342283592,0.999669292119666,5.25,0.0,0.0,400.0,2.422824516355851,1.580311438561492,0.6522599667839025,400.0,16.44251124641934,10.690186146737814,0.6501553191314252,400.0,0.9983318116988492,0.9724984803100196,-0.0258333313888293,0.0,1.0,2,True,The solver successfully reached the end of the integration interval.,5.131,True,True,rho_low
PC-3,random,6,279836,737754,4.999999987376214e-07,1.0000000116860974e-07,27.4950008392334,,NSC279836,ixabepilone,other,antimitotic,241279087.64641,237539719.68946037,0.9845018978087748,0.913744086952882,4.4,0.0862559130471181,0.0035610367659826,,0.0003260711691739,0.0379683249757532,0.9740531023872454,0.0114173660730186,,0.0178960751065149,0.027786801655273,9.631173812523151,-0.1794706059537318,0.0734652039700816,5.25,0.1843879427084984,0.0402673444188251,173.58490566037736,0.4513395075304535,0.262048978415179,0.5806027924499775,400.0,0.0037159631513533,0.0010495477263129,0.2824429854560576,168.17131912046955,-0.0150353373999589,0.0016138207158404,0.0166491581157994,0.1146347399344302,1.0,2,True,The solver successfully reached the end of the integration interval.,1.686,True,True,rho_low
PC-3,random,1,279836,761432,4.999999987376214e-07,4.999999858590343e-10,28.219999313354492,,NSC279836,NSC761432,other,other,241279087.64641,234889854.8536822,0.973519326291174,0.5200070947735689,4.800000000000001,0.4799929052264311,0.0371927317897762,,0.0051980512775187,0.2825750853123302,0.8042996740099614,0.0945821073209611,,0.0360664152804327,0.1463555198992036,7.678224773144024,0.4680018574707932,0.4710253093695721,5.25,0.1843879427084984,0.0402673444188251,173.58490566037736,0.4513395075304535,0.2696355027365569,0.5974117005885278,400.0,2.404650062963026,1.4707956429218922,0.6116464368663971,400.0,-0.1678220785180608,0.0183954729056009,0.1862175514236618,0.1182311824396901,1.0,2,True,The solver successfully reached the end of the integration interval.,3.745,True,True,rho_low
PC-3,tanimoto+zero,1,750,92859,4.999999873689376e-05,6.000000212225132e-06,-39.7599983215332,,NSC750,dromostanolone,other,hormonal,241279087.64641,235024220.63761085,0.974076215764022,0.4914701044693791,4.6000000000000005,0.5085298955306209,0.0373377652109169,,0.0049496896167356,0.3071918178995972,0.803660380713374,0.0949274412300207,,0.0362488254068108,0.1475010283587225,7.637710402017122,0.4101562548854731,0.4759273849219859,5.25,0.1843879427084984,0.0402673444188251,173.58490566037736,231.23362626659684,152.21583878619657,0.6582772637518642,400.0,11.901275414901978,7.800210957650974,0.6554096670919887,400.0,-0.1668263290162921,0.0168786322311029,0.1837049612473951,0.1178087888393801,1.0,2,True,The solver successfully reached the end of the integration interval.,4.609,True,True,rho_low
PC-3,random,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,45686182.75678018,0.1893499482380852,0.0030501801571833,4.6000000000000005,0.9969498198428166,0.2557271127023764,,0.7162774380913984,2.5143634317995844,0.0664662794300412,1.1773986309629747,,0.0043922395581534,1.8370759802536512,3.277868786192448,0.939253242169718,0.9964518477819684,5.25,0.0,0.0,400.0,16.44251124641934,10.67893284662182,0.6494709163691376,400.0,0.1288778901525277,0.083492397152637,0.6478411235148501,400.0,0.9874780414744798,0.7714462257607716,-0.2160318157137082,0.0,1.0,2,True,The solver successfully reached the end of the integration interval.,5.852,True,True,rho_low
T-47D,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,237718133.0505318,0.9852413459010724,0.9852413459010724,21.0,0.0147586540989275,,,0.0,0.0,1.0,0.0,,0.0025942844300931,0.0035483925530563,50.98493225919865,0.9687585715563504,0.0037975484535376,5.25,0.1843879427084984,0.0402673444188251,173.58490566037736,,,,,,,,,0.0,0.0,0.0,0.1140930706479778,1.0,0,True,The solver successfully reached the end of the integration interval.,0.161,,,rho_low
PC-3,tanimoto+zero,6,750,92859,4.999999873689376e-05,6.000000212225132e-06,-39.7599983215332,,NSC750,dromostanolone,other,hormonal,241279087.64641,235024220.63761085,0.974076215764022,0.4914701044693791,4.6000000000000005,0.5085298955306209,0.0373377652109169,,0.0049496896167356,0.3071918178995972,0.803660380713374,0.0949274412300207,,0.0362488254068108,0.1475010283587225,7.637710402017122,0.4101562548854731,0.4759273849219859,5.25,0.1843879427084984,0.0402673444188251,173.58490566037736,231.23362626659684,152.21583878619657,0.6582772637518642,400.0,11.901275414901978,7.800210957650974,0.6554096670919887,400.0,-0.1668263290162921,0.0168786322311029,0.1837049612473951,0.1178087888393801,1.0,2,True,The solver successfully reached the end of the integration interval.,4.427,True,True,rho_low
T-47D,act_hamming+zero,9,79037,279836,4.999999873689376e-05,4.999999987376214e-07,38.91999816894531,,lomustine,NSC279836,alkylator,other,241279087.64641,231784081.6814383,0.960647207109443,0.3154990419109756,4.6000000000000005,0.6845009580890243,0.0633651704547389,,0.0109787043591156,0.4996908785222853,0.6990156789526965,0.1555130829005686,,0.0378247058723941,0.3161850627091326,5.998041264581663,0.7139375928638997,0.653416624368746,5.25,0.1724312542656479,0.0359946996815853,178.61635220125788,5.002740239714067,3.291705468092862,0.6579804887652934,400.0,11.09291211405064,7.118606335632345,0.6417256589111248,400.0,-0.2548422211050163,0.0316707994133924,0.2865130205184087,0.1079089157166278,1.0,2,True,The solver successfully reached the end of the integration interval.,4.801,True,True,rho_low
PC-3,tanimoto+zero,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,45686182.75678018,0.1893499482380852,0.0030501801571833,4.6000000000000005,0.9969498198428166,0.2557271127023764,,0.7162774380913984,2.5143634317995844,0.0664662794300412,1.1773986309629747,,0.0043922395581534,1.8370759802536512,3.277868786192448,0.939253242169718,0.9964518477819684,5.25,0.0,0.0,400.0,16.44251124641934,10.67893284662182,0.6494709163691376,400.0,0.1288778901525277,0.083492397152637,0.6478411235148501,400.0,0.9874780414744798,0.7714462257607716,-0.2160318157137082,0.0,1.0,2,True,The solver successfully reached the end of the integration interval.,5.944,True,True,rho_low
T-47D,hamming+zero,9,79037,279836,4.999999873689376e-05,4.999999987376214e-07,38.91999816894531,,lomustine,NSC279836,alkylator,other,241279087.64641,231784081.6814383,0.960647207109443,0.3154990419109756,4.6000000000000005,0.6845009580890243,0.0633651704547389,,0.0109787043591156,0.4996908785222853,0.6990156789526965,0.1555130829005686,,0.0378247058723941,0.3161850627091326,5.998041264581663,0.7139375928638997,0.653416624368746,5.25,0.1724312542656479,0.0359946996815853,178.61635220125788,5.002740239714067,3.291705468092862,0.6579804887652934,400.0,11.09291211405064,7.118606335632345,0.6417256589111248,400.0,-0.2548422211050163,0.0316707994133924,0.2865130205184087,0.1079089157166278,1.0,2,True,The solver successfully reached the end of the integration interval.,4.886,True,True,rho_low
T-47D,tanimoto+zero,9,713563,747972,9.999999747378752e-05,2.9999999242136255e-05,24.45599937438965,,arsenic trioxide,lapatinib,other,kinase_inhibitor,241279087.64641,236543049.65582207,0.980371121107982,0.6877028128544316,4.4,0.3122971871455684,0.0202937823990122,,0.002152119115088,0.1613921038270053,0.885231482213912,0.0529431492989447,,0.0313282096622601,0.0817950242393991,8.483645856606989,0.2427039249082511,0.2945611577931372,5.25,0.1843879427084984,0.0425249427297684,173.58490566037736,2.247734761770227,1.3518255881295191,0.6014168624882034,400.0,456.90223552326705,301.09053735262825,0.6589824123049091,400.0,-0.0785522722699854,0.0094555044983358,0.0880077767683212,0.1168038630795343,1.0,2,True,The solver successfully reached the end of the integration interval.,2.009,True,True,rho_low
T-47D,random,9,45388,125973,4.999999987376214e-07,5.99999978589949e-08,29.951000213623047,,dacarbazine,paclitaxel,alkylator,antimitotic,241279087.64641,234591986.48143047,0.9722847875868158,0.5476785229252789,5.0,0.4523214770747211,0.036965412941151,,0.0057491380134508,0.2599536209078038,0.8068877152128864,0.0931868965744369,,0.0356202374378614,0.1420123645336477,7.785733975318776,0.554623817481713,0.4516382774566779,5.25,0.178342803429609,0.0402673444188251,176.1006289308176,0.0778429239898828,0.0497599934536445,0.6392359241298776,400.0,7.097702764445099,2.950362830340844,0.415678555196796,400.0,-0.196249959601106,0.0205555207003533,0.2168054803014594,0.113617999361044,1.0,2,True,The solver successfully reached the end of the integration interval.,5.996,True,True,rho_low
T-47D,ours+zero,9,673596,681239,9.99999993922529e-09,2.999999892949745e-08,-88.95999908447266,,NSC673596,bortezomib,other,proteasome,241279087.64641,29993730.362508744,0.1243113551824433,0.0024889420142057,5.2,0.9975110579857942,0.2576806802534497,,0.8990318278774796,2.602359208523046,0.0564475008997529,1.248355280833299,,0.0027912333708125,1.537627991954149,4.097269478795562,0.9692704228642076,0.9975050624590496,5.25,0.0,0.0,400.0,4.84315787577589,3.1577633097964624,0.6520050328300682,400.0,0.5207749686267218,0.3274116787244654,0.6287008755198942,400.0,0.9446613587816024,0.8542323212399456,-0.0904290375416566,0.0,1.0,2,True,The solver successfully reached the end of the integration interval.,20.904,True,True,rho_low
DU-145,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.162,,,schedule_bolus
DU-145,ours+zero,7,67574,754143,1.0000000116860974e-07,9.99999993922529e-09,-66.76000213623047,,vincristine,bendamustine,antimitotic,alkylator,241279087.64641,244086729.21549967,1.0116364894963636,0.0148732197895537,1.6,0.9851267802104464,0.2096151251629745,16.2,0.00039217390575,1.8369771389129468,0.5517233406541004,0.2582786428269983,,0.0391586517726035,3.0754877409591623,1.400992871745932,0.8964164899512634,0.9140995553935036,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,7.185457149283561,6.726037956876963,0.9360626355621082,400.0,10.749825007011228,10.348966072951823,0.9627101898125824,400.0,-0.1519701906183288,0.0037464879035358,0.1557166785218646,0.1444869499109889,1.0,2,True,The solver successfully reached the end of the integration interval.,1.234,True,True,schedule_bolus
DU-145,random,7,66847,754143,9.999999974752427e-07,9.99999993922529e-09,-38.16999816894531,,thalidomide,bendamustine,other,alkylator,241279087.64641,244133520.26810455,1.011830418663874,0.0159232274591194,1.6,0.9840767725408806,0.2065817739477012,16.2,0.0003089282966935,1.807351035771504,0.5543524287781211,0.2562140453615989,,0.0392311997772493,3.05892035862109,1.406110993501773,0.8951549463329299,0.9117644060963472,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,1299.999981513393,1250.9587928526526,0.9622760081860544,400.0,10.749825007011228,10.349004637696474,0.962713777289088,400.0,-0.1518512969407857,0.0036702345515413,0.155521531492327,0.1445808362203322,1.0,2,True,The solver successfully reached the end of the integration interval.,2.206,True,True,schedule_bolus
DU-145,hamming+zero,7,740,9706,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,,NSC740,triethylenemelamine,other,alkylator,241279087.64641,243913329.6100213,1.010917821305225,0.0101883754720757,1.6,0.9898116245279244,0.235290291087626,16.8,0.000700807044746,2.001277193066694,0.5181964971501842,0.2855055270381283,,0.0382031351299109,3.2687021765712245,1.3454363805822085,0.9057927031644192,0.9402555254121744,5.25,0.1968849621189929,0.060731260348103,168.55345911949686,0.9955590823315832,0.9436137002845778,0.9478229037644356,400.0,6.790370569177898,6.533018581092527,0.9621004501207172,400.0,-0.1805207667594808,0.0052039382945905,0.1857247050540713,0.1388394924186217,1.0,2,True,The solver successfully reached the end of the integration interval.,4.645,True,True,schedule_bolus
DU-145,act_hamming+zero,7,740,9706,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,,NSC740,triethylenemelamine,other,alkylator,241279087.64641,243913329.6100213,1.010917821305225,0.0101883754720757,1.6,0.9898116245279244,0.235290291087626,16.8,0.000700807044746,2.001277193066694,0.5181964971501842,0.2855055270381283,,0.0382031351299109,3.2687021765712245,1.3454363805822085,0.9057927031644192,0.9402555254121744,5.25,0.1968849621189929,0.060731260348103,168.55345911949686,0.9955590823315832,0.9436137002845778,0.9478229037644356,400.0,6.790370569177898,6.533018581092527,0.9621004501207172,400.0,-0.1805207667594808,0.0052039382945905,0.1857247050540713,0.1388394924186217,1.0,2,True,The solver successfully reached the end of the integration interval.,4.691,True,True,schedule_bolus
MDA-MB-231/ATCC,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.162,,,schedule_bolus
MDA-MB-231/ATCC,act_hamming+zero,2,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244563405.69624785,1.013612112354515,0.1421351459273618,1.4,0.8578648540726381,0.0729607819005533,11.2,-0.0004551318294466,0.8560825744035224,0.781498612552273,0.1070717886766901,,0.0433393643730108,1.1985068154541427,2.6732541151206983,0.0657239408759575,0.4547656610362515,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0012559581271643,0.0011192833934276,0.8911789089296205,400.0,1.6859427171850352,1.5573269866351622,0.9237128704084214,400.0,-0.047135795255961,0.0003780155050879,0.0475138107610489,0.1430232085784953,1.0,2,True,The solver successfully reached the end of the integration interval.,1.806,True,True,schedule_bolus
MDA-MB-231/ATCC,act_hamming+zero,6,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244563405.69624785,1.013612112354515,0.1421351459273618,1.4,0.8578648540726381,0.0729607819005533,11.2,-0.0004551318294466,0.8560825744035224,0.781498612552273,0.1070717886766901,,0.0433393643730108,1.1985068154541427,2.6732541151206983,0.0657239408759575,0.4547656610362515,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0012559581271643,0.0011192833934276,0.8911789089296205,400.0,1.6859427171850352,1.5573269866351622,0.9237128704084214,400.0,-0.047135795255961,0.0003780155050879,0.0475138107610489,0.1430232085784953,1.0,2,True,The solver successfully reached the end of the integration interval.,1.855,True,True,schedule_bolus
MDA-MB-231/ATCC,act_hamming+zero,7,82151,713563,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,,daunorubicin,arsenic trioxide,dna_intercalator,other,241279087.64641,244556946.93381375,1.013585343509784,0.1520318866718107,1.4,0.8479681133281893,0.0697905210991665,11.2,-0.0004436622397224,0.8268493691198944,0.7880075456550577,0.1034696238547796,,0.0434007587779922,1.0992581521337856,2.828415259304517,-0.0107419775813057,0.4360581549558217,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.080846002628286,0.046846531921962,0.579453904942625,400.0,1.645219758508148,1.5172043040374876,0.9221894498843471,400.0,-0.0452101204257158,0.0003515934085994,0.0455617138343152,0.1429730430170126,1.0,2,True,The solver successfully reached the end of the integration interval.,0.503,True,True,schedule_bolus
DU-145,tanimoto+zero,7,740,9706,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,,NSC740,triethylenemelamine,other,alkylator,241279087.64641,243913329.6100213,1.010917821305225,0.0101883754720757,1.6,0.9898116245279244,0.235290291087626,16.8,0.000700807044746,2.001277193066694,0.5181964971501842,0.2855055270381283,,0.0382031351299109,3.2687021765712245,1.3454363805822085,0.9057927031644192,0.9402555254121744,5.25,0.1968849621189929,0.060731260348103,168.55345911949686,0.9955590823315832,0.9436137002845778,0.9478229037644356,400.0,6.790370569177898,6.533018581092527,0.9621004501207172,400.0,-0.1805207667594808,0.0052039382945905,0.1857247050540713,0.1388394924186217,1.0,2,True,The solver successfully reached the end of the integration interval.,4.63,True,True,schedule_bolus
MDA-MB-231/ATCC,act_hamming+zero,8,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244563405.69624785,1.013612112354515,0.1421351459273618,1.4,0.8578648540726381,0.0729607819005533,11.2,-0.0004551318294466,0.8560825744035224,0.781498612552273,0.1070717886766901,,0.0433393643730108,1.1985068154541427,2.6732541151206983,0.0657239408759575,0.4547656610362515,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0012559581271643,0.0011192833934276,0.8911789089296205,400.0,1.6859427171850352,1.5573269866351622,0.9237128704084214,400.0,-0.047135795255961,0.0003780155050879,0.0475138107610489,0.1430232085784953,1.0,2,True,The solver successfully reached the end of the integration interval.,1.79,True,True,schedule_bolus
MDA-MB-231/ATCC,hamming+zero,2,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244563405.69624785,1.013612112354515,0.1421351459273618,1.4,0.8578648540726381,0.0729607819005533,11.2,-0.0004551318294466,0.8560825744035224,0.781498612552273,0.1070717886766901,,0.0433393643730108,1.1985068154541427,2.6732541151206983,0.0657239408759575,0.4547656610362515,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0012559581271643,0.0011192833934276,0.8911789089296205,400.0,1.6859427171850352,1.5573269866351622,0.9237128704084214,400.0,-0.047135795255961,0.0003780155050879,0.0475138107610489,0.1430232085784953,1.0,2,True,The solver successfully reached the end of the integration interval.,1.838,True,True,schedule_bolus
MDA-MB-231/ATCC,hamming+zero,7,82151,713563,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,,daunorubicin,arsenic trioxide,dna_intercalator,other,241279087.64641,244556946.93381375,1.013585343509784,0.1520318866718107,1.4,0.8479681133281893,0.0697905210991665,11.2,-0.0004436622397224,0.8268493691198944,0.7880075456550577,0.1034696238547796,,0.0434007587779922,1.0992581521337856,2.828415259304517,-0.0107419775813057,0.4360581549558217,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.080846002628286,0.046846531921962,0.579453904942625,400.0,1.645219758508148,1.5172043040374876,0.9221894498843471,400.0,-0.0452101204257158,0.0003515934085994,0.0455617138343152,0.1429730430170126,1.0,2,True,The solver successfully reached the end of the integration interval.,0.478,True,True,schedule_bolus
MDA-MB-231/ATCC,hamming+zero,6,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244563405.69624785,1.013612112354515,0.1421351459273618,1.4,0.8578648540726381,0.0729607819005533,11.2,-0.0004551318294466,0.8560825744035224,0.781498612552273,0.1070717886766901,,0.0433393643730108,1.1985068154541427,2.6732541151206983,0.0657239408759575,0.4547656610362515,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0012559581271643,0.0011192833934276,0.8911789089296205,400.0,1.6859427171850352,1.5573269866351622,0.9237128704084214,400.0,-0.047135795255961,0.0003780155050879,0.0475138107610489,0.1430232085784953,1.0,2,True,The solver successfully reached the end of the integration interval.,1.771,True,True,schedule_bolus
MDA-MB-231/ATCC,hamming+zero,8,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244563405.69624785,1.013612112354515,0.1421351459273618,1.4,0.8578648540726381,0.0729607819005533,11.2,-0.0004551318294466,0.8560825744035224,0.781498612552273,0.1070717886766901,,0.0433393643730108,1.1985068154541427,2.6732541151206983,0.0657239408759575,0.4547656610362515,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0012559581271643,0.0011192833934276,0.8911789089296205,400.0,1.6859427171850352,1.5573269866351622,0.9237128704084214,400.0,-0.047135795255961,0.0003780155050879,0.0475138107610489,0.1430232085784953,1.0,2,True,The solver successfully reached the end of the integration interval.,1.789,True,True,schedule_bolus
